"a_o","armas_medios","barrios_hecho","clasificaciones_delito","conducta","curso_de_vida","descripcion_conducta","dia","dia_semana","edad","estado_civil_persona","fecha_hecho","genero","latitud","longitud","mes","movil_agresor","movil_victima","nom_comuna","orden","zona"
"2010","ARMA BLANCA / CORTOPUNZANTE","MIRAFLORES","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","9","sábado","17","SOLTERO","2010-10-09T00:00:00.000","MASCULINO","7.135844768","-73.106386","10. octubre","A PIE","A PIE","14. Morrorico","247","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","MIRAFLORES","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","21","domingo","19","SOLTERO","2014-12-21T00:00:00.000","MASCULINO","7.13217255","-73.10319176","12. diciembre","A PIE","A PIE","14. Morrorico","248","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","MODELO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","21","miércoles","54","SOLTERO","2010-04-21T00:00:00.000","MASCULINO","7.140240809","-73.1310561","04. abril","A PIE","A PIE","03. San Francisco","249","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","MORRORICO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","miércoles","33","UNION LIBRE","2010-12-01T00:00:00.000","MASCULINO","7.146484598","-73.12229626","12. diciembre","A PIE","A PIE","14. Morrorico","250","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","MORRORICO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","26","domingo","26","UNION LIBRE","2010-12-26T00:00:00.000","MASCULINO","7.146484598","-73.12229626","12. diciembre","A PIE","A PIE","14. Morrorico","251","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","MORRORICO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","16","viernes","14","SOLTERO","2012-03-16T00:00:00.000","MASCULINO","7.135844768","-73.106386","03. marzo","A PIE","A PIE","14. Morrorico","252","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","MORRORICO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","25","domingo","22","SOLTERO","2012-03-25T00:00:00.000","MASCULINO","7.135844768","-73.106386","03. marzo","A PIE","A PIE","14. Morrorico","253","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","MORRORICO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","2","domingo","44","UNION LIBRE","2012-09-02T00:00:00.000","MASCULINO","7.146484598","-73.12229626","09. septiembre","A PIE","A PIE","14. Morrorico","254","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","MORRORICO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","viernes","42","CASADO","2013-03-01T00:00:00.000","MASCULINO","7.135844768","-73.106386","03. marzo","A PIE","A PIE","14. Morrorico","255","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","MUTIS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","28","jueves","18","UNION LIBRE","2010-01-28T00:00:00.000","MASCULINO","7.111601538","-73.12127758","01. enero","A PIE","A PIE","17. Mutis","256","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","MUTIS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","28","sábado","22","SOLTERO","2015-11-28T00:00:00.000","MASCULINO","7.098205802","-73.12802065","11. noviembre","A PIE","A PIE","17. Mutis","257","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","MUTIS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","27","domingo","19","SOLTERO","2015-12-27T00:00:00.000","MASCULINO","7.097433922","-73.12752176","12. diciembre","A PIE","A PIE","17. Mutis","258","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","MUTUALIDAD","Lesiones fatales","FEMINICIDIO","05. Adultez","ARTÍCULO 104A. FEMINICIDIO","6","miércoles","33","SEPARADO","2016-04-06T00:00:00.000","FEMENINO","7.135664366","-73.12308002","04. abril","A PIE","A PIE","03. San Francisco","259","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","NAPOLES","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","7","lunes","20","SOLTERO","2016-03-07T00:00:00.000","MASCULINO","7.118694743","-73.14484883","03. marzo","A PIE","A PIE","04. Occidental","260","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","NARIÑO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","24","miércoles","34","SOLTERO","2010-03-24T00:00:00.000","MASCULINO","7.15655391","-73.14075342","03. marzo","A PIE","A PIE","04. Occidental","261","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","NARIÑO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","13","viernes","21","SOLTERO","2011-05-13T00:00:00.000","MASCULINO","7.15655391","-73.14075342","05. mayo","A PIE","A PIE","04. Occidental","262","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","NARIÑO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","16","domingo","34","SOLTERO","2014-03-16T00:00:00.000","MASCULINO","7.126446899","-73.13683267","03. marzo","A PIE","A PIE","04. Occidental","263","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","NARIÑO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","4","domingo","16","SOLTERO","2014-05-04T00:00:00.000","MASCULINO","7.125978477","-73.13644643","05. mayo","A PIE","A PIE","04. Occidental","264","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","NARIÑO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","15","viernes","34","UNION LIBRE","2014-08-15T00:00:00.000","MASCULINO","7.125670989","-73.13660136","08. agosto","A PIE","A PIE","04. Occidental","265","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","NORTE BAJO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","29","domingo","35","UNION LIBRE","2014-06-29T00:00:00.000","MASCULINO","7.141341591","-73.13470235","06. junio","A PIE","A PIE","03. San Francisco","266","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","OLAS ALTAS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","27","lunes","57","SEPARADO","2012-02-27T00:00:00.000","MASCULINO","7.154812438","-73.131358","02. febrero","A PIE","A PIE","01. Norte","267","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","OLAS ALTAS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","26","jueves","55","SOLTERO","2016-05-26T00:00:00.000","MASCULINO","7.154262094","-73.13333143","05. mayo","A PIE","A PIE","01. Norte","268","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","OLAS II","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","26","domingo","30","SOLTERO","2017-02-26T00:00:00.000","MASCULINO","7.143776347","-73.13457597","02. febrero","A PIE","A PIE","01. Norte","269","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","OMAGA (SECTOR II )","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","15","sábado","42","SOLTERO","2014-11-15T00:00:00.000","MASCULINO","7.157224561","-73.13741675","11. noviembre","A PIE","A PIE","01. Norte","270","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","PABLO VI","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","25","jueves","24","SOLTERO","2012-10-25T00:00:00.000","MASCULINO","7.119047834","-73.13416373","10. octubre","A PIE","A PIE","08. Sur Occidente","271","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","PAN DE AZUCAR","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","16","jueves","55","CASADO","2010-12-16T00:00:00.000","MASCULINO","7.119290309","-73.10414326","12. diciembre","A PIE","A PIE","12. Cabecera del Llano","272","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","PANTANO II","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","18","domingo","24","SOLTERO","2018-02-18T00:00:00.000","MASCULINO","7.110328986","-73.14162425","02. febrero","A PIE","A PIE","05. García Rovira","273","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","PIO XII","Lesiones fatales","FEMINICIDIO","04. Jovenes","ARTÍCULO 104A. FEMINICIDIO","2","domingo","26","SEPARADO","2017-07-02T00:00:00.000","FEMENINO","7.119603953","-73.13504211","07. julio","A PIE","A PIE","04. Occidental","274","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","PROVENZA","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","21","domingo","15","SEPARADO","2010-02-21T00:00:00.000","MASCULINO","7.120001072","-73.11608426","02. febrero","A PIE","A PIE","10. Provenza","275","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","PROVENZA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","21","domingo","24","SOLTERO","2010-03-21T00:00:00.000","MASCULINO","7.120001072","-73.11608426","03. marzo","A PIE","A PIE","10. Provenza","276","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","PROVENZA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","22","sábado","53","UNION LIBRE","2010-05-22T00:00:00.000","MASCULINO","7.120001072","-73.11608426","05. mayo","A PIE","A PIE","10. Provenza","277","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","PROVENZA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","13","domingo","46","CASADO","2010-06-13T00:00:00.000","MASCULINO","7.120001072","-73.11608426","06. junio","A PIE","A PIE","10. Provenza","278","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","PROVENZA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","28","lunes","47","UNION LIBRE","2011-02-28T00:00:00.000","MASCULINO","7.120001072","-73.11608426","02. febrero","A PIE","A PIE","10. Provenza","279","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","PROVENZA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","17","lunes","37","CASADO","2011-10-17T00:00:00.000","MASCULINO","7.120001072","-73.11608426","10. octubre","A PIE","A PIE","10. Provenza","280","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","QUEBRADA LA IGLESIA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","31","sábado","42","SOLTERO","2016-12-31T00:00:00.000","MASCULINO","7.101708523","-73.11022151","12. diciembre","A PIE","A PIE","09. La Pedregosa","281","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","QUEBRADA LA IGLESIA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","lunes","43","SOLTERO","2017-12-25T00:00:00.000","MASCULINO","7.102963331","-73.10907953","12. diciembre","A PIE","A PIE","09. La Pedregosa","282","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","QUINTA ESTRELLA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","28","martes","52","SOLTERO","2010-12-28T00:00:00.000","MASCULINO","7.117963063","-73.120672","12. diciembre","A PIE","A PIE","05. García Rovira","283","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","QUINTA ESTRELLA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","22","lunes","44","SOLTERO","2011-08-22T00:00:00.000","MASCULINO","7.117963063","-73.120672","08. agosto","A PIE","A PIE","05. García Rovira","284","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","REGADERO NORTE","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","domingo","29","UNION LIBRE","2015-11-01T00:00:00.000","MASCULINO","7.145421081","-73.1242602","11. noviembre","A PIE","A PIE","02. Nor Oriental","285","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","RICAURTE","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","25","domingo","27","SOLTERO","2013-08-25T00:00:00.000","MASCULINO","7.100572239","-73.117362","08. agosto","A PIE","A PIE","06. La Concordia","286","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","RICAURTE","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","21","sábado","18","SOLTERO","2013-09-21T00:00:00.000","MASCULINO","7.100572239","-73.117362","09. septiembre","A PIE","A PIE","06. La Concordia","287","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","RICAURTE","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","23","martes","25","UNION LIBRE","2014-12-23T00:00:00.000","MASCULINO","7.108266737","-73.11789027","12. diciembre","A PIE","A PIE","06. La Concordia","288","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","RICAURTE","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","26","domingo","30","SOLTERO","2017-11-26T00:00:00.000","MASCULINO","7.107131579","-73.1152796","11. noviembre","A PIE","A PIE","06. La Concordia","289","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","SAN ALONSO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","jueves","33","SEPARADO","2010-11-25T00:00:00.000","FEMENINO","7.148909653","-73.12489263","11. noviembre","PASAJERO BUS","PASAJERO BUS","13. Oriental","290","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","SAN ALONSO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","21","viernes","18","SOLTERO","2012-09-21T00:00:00.000","MASCULINO","7.148909653","-73.12489263","09. septiembre","A PIE","A PIE","13. Oriental","291","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","SAN ALONSO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","14","miércoles","18","SOLTERO","2012-11-14T00:00:00.000","MASCULINO","7.134520829","-73.11588","11. noviembre","A PIE","A PIE","13. Oriental","292","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","SAN ALONSO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","21","domingo","31","SOLTERO","2017-05-21T00:00:00.000","FEMENINO","7.134738185","-73.11810184","05. mayo","A PIE","A PIE","13. Oriental","293","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","20","sábado","19","SOLTERO","2010-03-20T00:00:00.000","MASCULINO","7.164623864","-73.13914053","03. marzo","A PIE","A PIE","03. San Francisco","294","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","21","jueves","31","UNION LIBRE","2010-10-21T00:00:00.000","MASCULINO","7.164623864","-73.13914053","10. octubre","A PIE","A PIE","03. San Francisco","295","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","28","lunes","23","SOLTERO","2011-03-28T00:00:00.000","MASCULINO","7.164623864","-73.13914053","03. marzo","A PIE","A PIE","03. San Francisco","296","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","29","viernes","57","SOLTERO","2012-06-29T00:00:00.000","MASCULINO","7.128208496","-73.127004","06. junio","A PIE","A PIE","03. San Francisco","297","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","4","martes","16","SOLTERO","2013-06-04T00:00:00.000","MASCULINO","7.128208496","-73.127004","06. junio","A PIE","A PIE","03. San Francisco","298","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","19","sábado","20","SOLTERO","2014-04-19T00:00:00.000","MASCULINO","7.129491632","-73.1290328","04. abril","A PIE","A PIE","03. San Francisco","299","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","miércoles","41","UNION LIBRE","2014-06-25T00:00:00.000","MASCULINO","7.127043072","-73.12679048","06. junio","A PIE","A PIE","03. San Francisco","300","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","13","jueves","52","CASADO","2014-11-13T00:00:00.000","MASCULINO","7.130866194","-73.1286191","11. noviembre","A PIE","A PIE","03. San Francisco","301","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","16","viernes","32","SOLTERO","2015-01-16T00:00:00.000","MASCULINO","7.132066091","-73.12511077","01. enero","A PIE","A PIE","03. San Francisco","302","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","8","lunes","30","SOLTERO","2015-06-08T00:00:00.000","MASCULINO","7.126146976","-73.12839916","06. junio","A PIE","A PIE","03. San Francisco","303","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","4","lunes","25","UNION LIBRE","2016-07-04T00:00:00.000","MASCULINO","7.127227539","-73.12772561","07. julio","CONDUCTOR MOTOCICLETA","A PIE","03. San Francisco","304","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","SAN FRANCISCO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","9","sábado","19","UNION LIBRE","2017-09-09T00:00:00.000","MASCULINO","7.127311673","-73.12777869","09. septiembre","A PIE","A PIE","03. San Francisco","305","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","SAN GERARDO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","27","jueves","16","SOLTERO","2012-12-27T00:00:00.000","MASCULINO","7.098526266","-73.123262","12. diciembre","A PIE","A PIE","08. Sur Occidente","306","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","SAN GERARDO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","3","domingo","18","SOLTERO","2014-08-03T00:00:00.000","MASCULINO","7.100290291","-73.12110892","08. agosto","A PIE","A PIE","08. Sur Occidente","307","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","SAN MARTIN","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","8","domingo","29","SOLTERO","2012-07-08T00:00:00.000","MASCULINO","7.100484015","-73.109723","07. julio","A PIE","A PIE","09. La Pedregosa","308","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","SAN MARTIN","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","16","martes","48","SOLTERO","2012-10-16T00:00:00.000","MASCULINO","7.141421805","-73.135601","10. octubre","A PIE","A PIE","09. La Pedregosa","309","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","SAN MARTIN","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","19","sábado","28","SOLTERO","2016-03-19T00:00:00.000","MASCULINO","7.098624436","-73.11047403","03. marzo","A PIE","A PIE","09. La Pedregosa","310","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","SAN MARTIN","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","11","lunes","23","SOLTERO","2017-12-11T00:00:00.000","MASCULINO","7.098507737","-73.11022632","12. diciembre","A PIE","A PIE","09. La Pedregosa","311","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","SAN MIGUEL","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","17","domingo","32","UNION LIBRE","2010-10-17T00:00:00.000","MASCULINO","7.15417393","-73.13270458","10. octubre","A PIE","A PIE","06. La Concordia","312","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","SAN MIGUEL","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","27","martes","18","SOLTERO","2011-09-27T00:00:00.000","MASCULINO","7.15417393","-73.13270458","09. septiembre","A PIE","A PIE","06. La Concordia","313","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","SAN MIGUEL","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","13","jueves","19","SOLTERO","2012-09-13T00:00:00.000","MASCULINO","7.15417393","-73.13270458","09. septiembre","A PIE","A PIE","06. La Concordia","314","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","SAN MIGUEL","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","domingo","29","SOLTERO","2013-09-01T00:00:00.000","MASCULINO","7.108987203","-73.11812158","09. septiembre","A PIE","A PIE","06. La Concordia","315","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","SAN MIGUEL","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","19","jueves","18","SOLTERO","2013-09-19T00:00:00.000","MASCULINO","7.109443594","-73.122832","09. septiembre","A PIE","A PIE","06. La Concordia","316","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","SAN RAFAEL","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","17","sábado","29","UNION LIBRE","2012-03-17T00:00:00.000","MASCULINO","7.141421805","-73.135601","03. marzo","A PIE","A PIE","03. San Francisco","317","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","SAN RAFAEL","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","miércoles","38","UNION LIBRE","2013-09-25T00:00:00.000","MASCULINO","7.141421805","-73.135601","09. septiembre","A PIE","A PIE","03. San Francisco","318","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","SAN RAFAEL","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","22","martes","35","SOLTERO","2014-07-22T00:00:00.000","MASCULINO","7.139244402","-73.13532463","07. julio","A PIE","A PIE","03. San Francisco","319","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","SAN RAFAEL","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","24","sábado","19","SOLTERO","2016-12-24T00:00:00.000","MASCULINO","7.139124218","-73.13522238","12. diciembre","A PIE","A PIE","03. San Francisco","320","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","SOTOMAYOR","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","28","domingo","24","SOLTERO","2010-03-28T00:00:00.000","MASCULINO","7.161314229","-73.13995665","03. marzo","A PIE","A PIE","12. Cabecera del Llano","321","URBANA"
